id,cuisine
32410,cajun_creole
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,french
47811,korean
7925,chinese
14860,filipino
27525,chinese
7798,italian
10848,greek
19062,french
32224,filipino
11529,mexican
12155,spanish
30628,cajun_creole
21909,korean
14291,mexican
3323,filipino
6502,french
25833,italian
31108,southern_us
47484,french
27396,spanish
48147,chinese
10489,mexican
12014,indian
4904,mexican
36607,italian
12756,mexican
32462,moroccan
42204,vietnamese
246,mexican
47061,korean
15908,thai
29572,greek
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
17687,italian
48504,brazilian
22857,jamaican
11465,indian
42107,thai
12514,mexican
46339,indian
8383,southern_us
27362,jamaican
38646,thai
44084,indian
12946,vietnamese
11670,indian
34916,spanish
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,filipino
44113,indian
47328,korean
33937,filipino
40399,italian
23562,vietnamese
12787,indian
13992,japanese
38992,spanish
45269,mexican
15211,moroccan
34602,filipino
41779,thai
4179,mexican
37925,jamaican
46161,greek
5512,southern_us
27845,mexican
12024,thai
41072,irish
17911,jamaican
4237,chinese
40442,italian
15522,mexican
6804,jamaican
43807,thai
21647,filipino
22758,french
32551,mexican
20470,mexican
20842,thai
43018,indian
45493,italian
42442,filipino
14655,italian
32247,jamaican
32302,spanish
42075,filipino
19949,mexican
23352,irish
48549,jamaican
15053,filipino
23490,indian
12080,chinese
41992,vietnamese
10618,brazilian
2870,greek
49226,mexican
10052,french
39400,italian
8410,mexican
15752,indian
18854,moroccan
28448,thai
27260,greek
1083,french
21430,italian
46343,filipino
12493,italian
14251,indian
37764,filipino
3912,filipino
28477,greek
25100,italian
44515,spanish
36019,southern_us
44471,italian
27855,indian
47538,chinese
16954,mexican
5730,vietnamese
29892,cajun_creole
25581,filipino
43708,indian
49152,indian
40984,mexican
13050,italian
15031,greek
42841,russian
16325,southern_us
1866,southern_us
29547,filipino
24281,cajun_creole
49183,filipino
41136,mexican
15790,indian
23832,filipino
4231,russian
5306,mexican
40103,cajun_creole
45908,mexican
34333,filipino
19999,mexican
9304,filipino
11613,mexican
30183,italian
14480,filipino
26493,korean
46415,mexican
23012,indian
2981,italian
31371,moroccan
8119,spanish
48376,japanese
42957,mexican
18688,filipino
38876,mexican
11197,greek
48216,thai
24611,italian
16761,korean
47345,cajun_creole
16477,spanish
31855,russian
403,mexican
48608,mexican
1985,spanish
36249,jamaican
27201,chinese
22141,moroccan
34166,cajun_creole
4721,indian
44230,mexican
21409,italian
29986,filipino
15401,indian
32341,greek
46266,italian
6633,indian
42713,italian
9117,jamaican
16266,french
36470,southern_us
16164,indian
34712,chinese
29117,cajun_creole
34991,indian
24906,italian
36954,greek
29979,spanish
16710,italian
48056,italian
24035,filipino
32656,indian
45875,french
1735,thai
35986,greek
45005,french
46636,filipino
31507,southern_us
31348,mexican
28362,moroccan
33305,indian
36747,chinese
39897,filipino
27450,filipino
49579,korean
24426,mexican
11507,moroccan
6093,korean
49338,greek
11560,italian
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,british
34637,italian
14214,moroccan
15805,french
34328,chinese
27174,filipino
24919,italian
33206,mexican
10745,irish
41550,indian
5008,filipino
10685,mexican
15287,jamaican
25701,southern_us
31525,italian
27096,chinese
36113,japanese
48480,italian
1944,italian
26314,italian
10478,vietnamese
15149,french
5024,filipino
1676,french
2869,indian
20079,indian
8053,mexican
6212,italian
13557,indian
9735,korean
39956,spanish
21569,mexican
3269,italian
4461,cajun_creole
41598,mexican
44612,indian
20150,french
7278,italian
35809,indian
21612,mexican
20357,french
23355,italian
27727,spanish
34021,jamaican
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,filipino
49690,italian
48671,moroccan
18509,southern_us
8903,spanish
23374,korean
22475,filipino
28418,indian
42625,brazilian
44840,french
42121,indian
2243,moroccan
18032,japanese
19392,mexican
25679,french
11223,mexican
35867,italian
33842,mexican
12676,jamaican
38377,moroccan
344,mexican
11864,filipino
16895,spanish
3001,indian
19195,japanese
3635,vietnamese
23150,russian
17502,italian
16405,moroccan
34160,mexican
34495,filipino
18377,french
18988,thai
24880,moroccan
48302,italian
33358,moroccan
20732,filipino
22094,southern_us
8638,thai
35556,mexican
27248,cajun_creole
15746,italian
46404,filipino
23323,greek
39018,southern_us
23510,filipino
27710,indian
30540,indian
48945,indian
37197,vietnamese
27343,filipino
29349,mexican
38383,cajun_creole
46758,mexican
24859,filipino
18292,mexican
32450,filipino
35936,thai
36789,southern_us
19804,mexican
16604,italian
585,filipino
29352,indian
48392,spanish
44324,greek
5012,filipino
19487,italian
17263,mexican
26127,filipino
39464,filipino
4870,chinese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,jamaican
36237,indian
30286,spanish
4019,moroccan
20111,irish
35543,italian
25992,southern_us
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,cajun_creole
35670,italian
30349,filipino
12034,filipino
20729,cajun_creole
11458,cajun_creole
16423,indian
47404,filipino
43875,filipino
43513,southern_us
21894,cajun_creole
9350,greek
18519,mexican
4651,mexican
14831,mexican
32530,filipino
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,french
1952,filipino
6792,cajun_creole
44853,italian
13807,filipino
14303,filipino
27449,mexican
20389,filipino
32028,filipino
9758,mexican
15295,filipino
14904,spanish
9534,italian
46950,italian
15648,moroccan
44473,greek
29833,italian
3015,italian
43675,french
3329,filipino
27359,moroccan
18163,filipino
45238,indian
2146,cajun_creole
17194,french
15864,filipino
6084,indian
44220,italian
1843,filipino
4777,indian
27182,indian
47648,italian
30068,mexican
36696,mexican
47909,filipino
19016,mexican
32683,chinese
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,french
46037,spanish
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,filipino
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,cajun_creole
3070,filipino
20607,filipino
33560,chinese
43354,cajun_creole
19935,italian
45795,french
42932,mexican
42059,italian
47601,filipino
31240,chinese
5339,french
8192,greek
4831,korean
9134,indian
49500,indian
45456,filipino
47506,mexican
43238,british
43910,french
36829,thai
2771,italian
14712,southern_us
37718,mexican
5264,indian
26273,jamaican
48641,moroccan
46990,indian
26575,italian
43906,filipino
30518,mexican
45950,irish
15967,jamaican
25115,mexican
15112,filipino
34860,cajun_creole
32100,greek
11239,korean
809,italian
9212,italian
34741,mexican
29409,mexican
39986,cajun_creole
21487,spanish
36981,french
19115,indian
37110,mexican
36185,chinese
26244,korean
18026,filipino
36961,filipino
14384,mexican
6039,filipino
31871,indian
35841,mexican
16074,filipino
39180,filipino
19331,italian
8658,filipino
49574,italian
25237,mexican
6947,italian
5309,italian
35914,filipino
14715,chinese
47994,british
11508,korean
41662,greek
39047,indian
22933,filipino
5016,japanese
49449,brazilian
39029,indian
1721,cajun_creole
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,moroccan
2492,chinese
45624,mexican
7576,filipino
34773,filipino
16904,chinese
4279,mexican
38068,italian
7370,indian
23586,mexican
48790,mexican
26717,filipino
32749,italian
42536,chinese
5372,french
37143,indian
37244,italian
27674,thai
778,chinese
14686,filipino
9274,mexican
37769,italian
12871,filipino
38528,mexican
32968,korean
6275,italian
4732,southern_us
9452,indian
29194,indian
16627,russian
5127,italian
26447,italian
11489,greek
23884,southern_us
14545,indian
19620,indian
9771,russian
21265,mexican
38249,italian
3483,greek
21262,italian
14605,filipino
9448,indian
15750,jamaican
6413,filipino
17585,korean
10057,moroccan
29462,korean
18943,italian
22591,mexican
32048,filipino
32249,french
39578,jamaican
21724,spanish
27119,brazilian
25094,filipino
41200,irish
33033,filipino
21389,irish
49103,italian
12519,moroccan
26913,indian
12460,italian
3397,filipino
3502,chinese
42877,cajun_creole
249,filipino
46008,french
14185,mexican
20873,moroccan
11722,indian
24883,indian
3932,cajun_creole
25728,moroccan
16428,mexican
7887,mexican
48364,korean
47197,spanish
28640,mexican
16758,filipino
39135,italian
33302,greek
23677,vietnamese
25509,mexican
35746,korean
46195,brazilian
19788,filipino
18888,filipino
21153,russian
44672,french
48707,filipino
2232,vietnamese
36081,vietnamese
948,jamaican
24512,indian
24382,indian
40648,french
48886,southern_us
21967,italian
40119,greek
38221,indian
49494,cajun_creole
17286,spanish
10421,korean
13088,italian
34348,greek
15405,thai
15218,italian
40233,vietnamese
26098,filipino
17221,mexican
25198,filipino
22532,thai
41563,filipino
2554,chinese
38170,mexican
29476,greek
33384,korean
5770,korean
5628,chinese
44069,italian
18530,greek
22369,indian
9498,filipino
26476,spanish
29939,greek
9336,thai
26377,mexican
18442,italian
13470,thai
34689,southern_us
11016,indian
28985,vietnamese
25293,indian
569,filipino
29992,chinese
20363,mexican
6981,filipino
30154,vietnamese
39960,filipino
25975,italian
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,thai
15612,mexican
23160,indian
37897,indian
44731,italian
3460,southern_us
29855,italian
31140,korean
4481,jamaican
30882,indian
511,korean
1120,spanish
42651,mexican
18209,irish
38368,filipino
31783,thai
37589,french
17752,chinese
37020,indian
19503,filipino
2718,filipino
28365,mexican
45843,moroccan
4514,filipino
4311,chinese
41356,filipino
12022,irish
6846,moroccan
8983,indian
47589,moroccan
14859,southern_us
20035,chinese
732,thai
38568,southern_us
10871,filipino
42540,indian
48782,indian
17988,moroccan
8147,korean
32029,indian
25598,moroccan
8695,filipino
11213,mexican
21053,filipino
29154,southern_us
33691,japanese
32129,italian
43787,chinese
40642,italian
39782,french
38430,italian
33438,chinese
31602,southern_us
17581,filipino
25169,filipino
35755,italian
33544,mexican
34252,thai
30764,indian
44946,filipino
716,mexican
24668,italian
24270,thai
13165,jamaican
33758,italian
3090,vietnamese
43987,moroccan
39021,mexican
44460,greek
29876,southern_us
17737,indian
36772,filipino
18174,southern_us
20924,mexican
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,jamaican
5652,irish
1569,vietnamese
39036,thai
13673,filipino
1550,mexican
38553,indian
38594,mexican
3220,mexican
24686,thai
10863,italian
46683,greek
5113,filipino
34967,spanish
15420,filipino
9607,cajun_creole
7190,mexican
7482,spanish
3928,italian
11288,filipino
1948,indian
6590,filipino
20275,indian
14212,mexican
47990,filipino
36653,italian
22436,indian
34790,greek
45752,filipino
19159,mexican
14515,moroccan
27510,french
38699,filipino
34959,french
7206,indian
2316,italian
18823,mexican
1909,filipino
48313,cajun_creole
5844,southern_us
29975,moroccan
41091,thai
9532,french
46569,french
10399,chinese
42934,cajun_creole
2688,mexican
27095,filipino
12476,cajun_creole
23070,mexican
9837,italian
45829,indian
31887,southern_us
28518,irish
47168,greek
45321,mexican
20662,spanish
9699,thai
41018,filipino
705,french
42898,spanish
633,indian
31443,mexican
18613,mexican
19060,british
17845,indian
1534,filipino
41786,moroccan
31656,jamaican
17330,spanish
7048,french
7938,jamaican
46208,greek
33759,italian
5526,thai
26943,mexican
20701,filipino
35701,thai
36687,spanish
21401,filipino
376,filipino
6980,filipino
39402,italian
43095,mexican
18576,greek
39720,indian
17526,cajun_creole
27549,italian
27123,italian
22979,filipino
46113,indian
31557,mexican
20414,indian
14487,thai
24881,italian
17955,irish
39109,mexican
35576,brazilian
25876,southern_us
24669,mexican
22261,korean
832,chinese
29742,italian
21381,jamaican
34322,italian
7224,filipino
17978,greek
9438,thai
9458,filipino
41045,indian
34614,mexican
16651,italian
8230,korean
39372,cajun_creole
39357,irish
44341,mexican
42052,french
45208,thai
28626,southern_us
48345,vietnamese
37791,brazilian
15227,chinese
24053,japanese
17716,indian
6087,vietnamese
28000,mexican
4320,filipino
21783,filipino
16148,mexican
47562,brazilian
31541,greek
43574,southern_us
45475,filipino
16953,southern_us
5239,chinese
4595,indian
37279,french
33264,italian
30484,filipino
9200,filipino
7457,thai
42413,chinese
18484,vietnamese
20985,mexican
29503,jamaican
45242,italian
46953,filipino
13948,mexican
1623,italian
33251,french
6148,moroccan
30392,filipino
144,chinese
20602,irish
48085,indian
14896,jamaican
47518,thai
29161,cajun_creole
39363,mexican
694,filipino
3887,italian
12671,southern_us
31117,filipino
14714,moroccan
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,irish
17271,moroccan
30457,moroccan
22989,indian
45756,indian
20297,filipino
10942,indian
35686,mexican
13032,jamaican
7951,thai
20432,southern_us
17971,mexican
4128,filipino
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,filipino
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,italian
23382,filipino
34090,mexican
23320,indian
14962,british
42047,mexican
44805,filipino
36584,filipino
3016,indian
6391,filipino
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,korean
16837,greek
23687,indian
38118,indian
27801,chinese
17096,chinese
20235,filipino
13288,southern_us
26749,filipino
19084,mexican
35200,mexican
41073,greek
28016,moroccan
18431,italian
22228,japanese
27456,indian
325,italian
6543,italian
7062,filipino
49221,french
44536,italian
24865,indian
26543,filipino
10096,southern_us
38273,moroccan
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,filipino
587,brazilian
40539,mexican
11208,indian
18273,jamaican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,southern_us
41308,greek
34438,italian
9805,filipino
38007,italian
23919,indian
13945,indian
32279,indian
17456,mexican
47941,southern_us
32310,italian
44442,italian
14163,mexican
27573,italian
777,indian
44116,indian
13347,mexican
29348,korean
14219,southern_us
39983,italian
33682,moroccan
21443,indian
47642,cajun_creole
1759,cajun_creole
1205,southern_us
4794,indian
17408,spanish
34666,thai
40237,greek
13778,italian
41289,italian
3560,southern_us
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,filipino
25586,mexican
11046,southern_us
31793,filipino
28746,filipino
7226,cajun_creole
30991,southern_us
47476,filipino
30626,italian
49367,indian
35754,indian
4247,filipino
49423,indian
22295,jamaican
2749,chinese
685,indian
30988,italian
46285,italian
40492,mexican
22264,filipino
15921,mexican
388,chinese
33121,chinese
35685,indian
4416,irish
17725,italian
39525,moroccan
27034,indian
28470,southern_us
38953,mexican
20045,french
12896,mexican
39573,greek
8838,brazilian
15399,thai
39439,mexican
26837,filipino
41220,chinese
35968,chinese
24335,thai
10983,japanese
5516,filipino
38894,vietnamese
11887,greek
31306,southern_us
38578,indian
3561,southern_us
45095,thai
30969,italian
14389,moroccan
29670,vietnamese
40995,brazilian
33629,indian
10616,italian
30886,italian
18995,indian
31098,filipino
34607,filipino
48989,filipino
44542,japanese
47075,brazilian
19228,chinese
2685,mexican
11686,filipino
9610,mexican
30405,filipino
43666,moroccan
32892,italian
44741,indian
6791,thai
440,italian
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,southern_us
5929,mexican
20645,filipino
20999,cajun_creole
29995,chinese
35223,greek
22414,greek
23410,chinese
36558,japanese
13704,indian
41952,indian
46915,cajun_creole
47170,filipino
2295,moroccan
46128,cajun_creole
48349,filipino
1482,korean
26589,french
9418,greek
31356,filipino
16052,mexican
43594,mexican
29099,indian
23472,italian
34914,chinese
19404,thai
28299,italian
12314,french
6047,filipino
37581,french
12750,filipino
17498,japanese
7694,italian
14531,filipino
26628,mexican
8205,spanish
25101,mexican
29045,greek
20917,indian
8311,moroccan
10213,chinese
15241,vietnamese
46132,french
15349,italian
22580,greek
47335,cajun_creole
17759,cajun_creole
27633,filipino
42313,mexican
47272,thai
4553,mexican
15235,filipino
34102,indian
21227,filipino
9782,italian
6913,jamaican
11944,korean
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,french
18063,mexican
16962,greek
8415,french
19041,cajun_creole
38889,indian
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,italian
789,mexican
25084,chinese
6024,filipino
14741,indian
20468,chinese
26963,spanish
1451,indian
27745,filipino
31347,cajun_creole
46592,mexican
38107,indian
5987,southern_us
1808,french
23783,greek
28618,italian
36764,korean
11326,mexican
3020,korean
24326,filipino
34002,japanese
11499,french
9268,irish
49368,chinese
44720,vietnamese
13127,mexican
34494,italian
48382,filipino
18585,italian
40052,chinese
46321,indian
49561,russian
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,thai
22530,spanish
44176,italian
2669,cajun_creole
10896,indian
7343,indian
46255,filipino
27043,jamaican
20998,southern_us
12357,mexican
36339,french
45086,filipino
37690,southern_us
37829,indian
3537,mexican
5150,indian
13,southern_us
44579,indian
8749,british
131,filipino
44306,mexican
19202,italian
21300,filipino
27286,jamaican
18297,italian
4388,mexican
22234,greek
7359,jamaican
39947,filipino
6855,moroccan
46057,brazilian
33950,italian
36009,cajun_creole
23732,italian
21316,indian
32806,jamaican
34343,jamaican
11973,moroccan
2380,mexican
30667,indian
42364,indian
30258,french
34109,filipino
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,spanish
28576,indian
32563,mexican
38829,indian
3835,greek
1960,indian
43991,southern_us
45136,italian
41554,southern_us
10118,japanese
43827,mexican
32583,mexican
31949,french
23574,chinese
28211,filipino
21793,mexican
25914,filipino
34735,filipino
26071,filipino
9476,indian
29443,southern_us
16966,chinese
6457,british
25882,spanish
48390,greek
28356,filipino
15699,filipino
2090,spanish
4686,italian
27937,thai
25560,moroccan
38937,italian
48670,indian
2547,french
17442,southern_us
28669,cajun_creole
4410,mexican
36917,chinese
46755,indian
25321,filipino
47019,chinese
33077,filipino
11593,filipino
44295,mexican
46632,chinese
18503,moroccan
29030,filipino
32516,indian
35128,southern_us
41715,vietnamese
49185,indian
35517,spanish
13909,southern_us
36886,southern_us
29304,mexican
29577,thai
24570,mexican
29466,chinese
10724,indian
30026,italian
37133,korean
29346,thai
32871,thai
46420,chinese
29083,chinese
4402,spanish
15877,filipino
33448,indian
3541,filipino
27704,indian
28658,filipino
23793,filipino
11040,filipino
28419,spanish
37086,filipino
13965,cajun_creole
28674,mexican
5645,mexican
20756,mexican
15548,southern_us
14495,japanese
11989,italian
47482,indian
14101,mexican
1289,mexican
49473,jamaican
39161,filipino
14452,mexican
31489,vietnamese
15599,mexican
28440,italian
33624,mexican
24090,filipino
16137,brazilian
4819,french
1377,southern_us
47636,indian
25907,chinese
35894,mexican
20315,mexican
27199,jamaican
34055,italian
26938,filipino
5734,mexican
32241,french
2163,indian
20340,cajun_creole
6278,thai
49404,british
36731,mexican
29165,mexican
24932,indian
6591,indian
14644,mexican
43518,vietnamese
28979,thai
45821,cajun_creole
26627,russian
39139,thai
3026,filipino
13204,filipino
762,chinese
28036,brazilian
46514,filipino
34536,italian
36484,indian
5676,mexican
13715,southern_us
43019,mexican
2471,indian
34065,italian
39362,greek
4987,indian
28414,italian
8710,greek
6610,indian
28847,filipino
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,mexican
3897,brazilian
22751,moroccan
16566,japanese
23033,filipino
30500,cajun_creole
13018,indian
13077,filipino
9177,filipino
16012,greek
5293,mexican
35451,southern_us
5591,moroccan
44443,mexican
36811,spanish
7031,indian
11475,italian
5556,greek
33728,indian
46703,filipino
41776,italian
4099,spanish
4251,moroccan
29381,italian
30300,chinese
27494,spanish
48254,indian
32789,filipino
44569,korean
44160,italian
18762,mexican
23808,chinese
11875,moroccan
35843,jamaican
4948,indian
34713,vietnamese
8352,greek
28407,mexican
3506,italian
44338,chinese
38464,greek
1139,mexican
12287,indian
27031,filipino
42153,french
42686,brazilian
44415,cajun_creole
10072,indian
8618,filipino
14153,mexican
23825,greek
21440,filipino
13366,cajun_creole
24979,filipino
33437,mexican
4864,chinese
33017,spanish
15122,thai
42731,filipino
8281,mexican
2812,filipino
30683,irish
24249,indian
12169,cajun_creole
28629,spanish
32774,southern_us
15181,italian
44314,mexican
37583,filipino
28069,filipino
33503,filipino
24015,italian
39333,chinese
13414,italian
4855,spanish
6512,chinese
21974,greek
9062,italian
6243,italian
10675,mexican
35788,moroccan
37372,chinese
28810,filipino
23045,italian
21296,filipino
33484,jamaican
30045,chinese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,spanish
30403,greek
37331,indian
5456,jamaican
26893,irish
44470,french
38130,moroccan
9361,mexican
19320,french
3545,korean
25778,indian
34074,chinese
34216,japanese
38817,spanish
20749,mexican
31535,italian
2052,cajun_creole
18186,indian
49595,french
47592,italian
26011,italian
23403,indian
8005,filipino
19517,irish
10157,mexican
47071,british
22469,greek
26224,italian
29482,southern_us
8227,chinese
12580,indian
26385,brazilian
49610,irish
6446,moroccan
1766,mexican
19538,filipino
44811,french
16844,mexican
28777,filipino
28282,filipino
15025,spanish
35345,jamaican
21527,filipino
26997,indian
40454,chinese
2828,filipino
18980,cajun_creole
13604,mexican
9911,indian
49684,korean
5056,indian
2990,spanish
32016,cajun_creole
37476,thai
33761,chinese
20280,british
19266,greek
17492,spanish
29376,indian
39788,mexican
606,korean
28514,brazilian
8497,korean
14688,filipino
6514,thai
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,jamaican
6680,indian
11165,mexican
10077,brazilian
10703,filipino
32046,indian
40961,cajun_creole
35596,thai
1653,mexican
3886,french
14121,spanish
36351,thai
32915,italian
5386,filipino
40215,mexican
183,filipino
24641,vietnamese
47715,mexican
34390,indian
712,filipino
12535,chinese
49435,russian
30517,cajun_creole
3489,russian
1636,filipino
30044,mexican
24095,mexican
22105,thai
24627,japanese
38840,mexican
9246,filipino
32088,mexican
38769,vietnamese
5657,jamaican
15325,filipino
28603,filipino
42188,moroccan
30446,italian
1757,chinese
32710,indian
2136,jamaican
27690,indian
35074,filipino
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,indian
4491,moroccan
35597,filipino
15163,spanish
25745,chinese
49614,italian
41946,russian
6372,spanish
39604,cajun_creole
42983,korean
19983,indian
21892,moroccan
20647,italian
47368,japanese
3557,filipino
41749,filipino
31498,italian
19271,southern_us
15640,french
26181,italian
22491,brazilian
31939,vietnamese
35961,italian
9811,jamaican
40599,indian
40190,cajun_creole
16581,filipino
22637,jamaican
37123,filipino
36020,cajun_creole
2226,italian
43012,italian
13134,filipino
18749,greek
1692,british
10138,jamaican
25235,indian
13955,italian
42655,thai
12415,moroccan
7502,italian
27394,filipino
44210,mexican
5331,southern_us
25173,mexican
48988,filipino
20735,thai
22048,italian
27644,brazilian
43242,mexican
28368,spanish
2429,spanish
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,indian
38794,korean
37227,italian
39679,french
34234,southern_us
38038,chinese
7274,italian
18018,greek
11450,brazilian
48160,cajun_creole
21288,mexican
34704,russian
46684,italian
7049,moroccan
9116,thai
22485,southern_us
6346,mexican
40269,mexican
35850,chinese
1429,filipino
19739,french
38972,russian
39570,indian
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,italian
8751,jamaican
47378,italian
21143,japanese
3818,moroccan
48486,filipino
23388,jamaican
37216,southern_us
13142,cajun_creole
828,french
18468,chinese
25554,mexican
9863,italian
12771,thai
3066,filipino
35442,mexican
25696,jamaican
38136,indian
35825,italian
28933,cajun_creole
34629,southern_us
22169,italian
7028,korean
37204,mexican
16980,mexican
27356,filipino
11736,filipino
1632,indian
1073,jamaican
8236,irish
42866,brazilian
30904,thai
35258,italian
17290,italian
35929,mexican
46072,filipino
46763,french
47664,italian
45625,indian
31177,indian
33941,mexican
12272,moroccan
48146,indian
11812,filipino
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,filipino
30902,indian
30939,italian
20108,greek
6562,thai
46412,japanese
8034,french
37521,jamaican
46651,italian
32493,moroccan
3251,italian
31825,southern_us
2676,southern_us
32140,filipino
5326,mexican
38240,french
45874,chinese
17253,japanese
25292,filipino
48666,moroccan
49278,mexican
47903,filipino
42062,italian
27885,italian
21229,mexican
47629,filipino
16695,indian
5355,southern_us
45369,filipino
25736,filipino
29882,indian
38900,indian
1508,southern_us
2526,filipino
16563,mexican
49060,spanish
31448,southern_us
36746,vietnamese
1280,southern_us
41950,brazilian
25948,moroccan
35444,filipino
2881,brazilian
44080,southern_us
4446,filipino
47106,indian
15521,korean
44359,southern_us
48967,indian
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,italian
42680,filipino
31520,mexican
47846,mexican
7993,italian
2996,filipino
27737,vietnamese
27427,moroccan
3734,filipino
44673,italian
43924,chinese
18628,greek
3596,filipino
37666,southern_us
14633,filipino
36259,indian
19752,mexican
16697,italian
9550,moroccan
20813,irish
34356,italian
3583,filipino
14148,filipino
28329,italian
166,mexican
12368,southern_us
32261,thai
35306,southern_us
1414,thai
45051,italian
20767,mexican
23450,moroccan
404,italian
527,japanese
25416,vietnamese
25409,korean
34603,filipino
20266,mexican
9513,filipino
7794,moroccan
19429,indian
11328,filipino
49242,mexican
40411,korean
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,filipino
6735,mexican
41899,southern_us
36222,filipino
24468,cajun_creole
9876,southern_us
33614,french
42279,russian
46846,vietnamese
34711,vietnamese
39556,filipino
1064,cajun_creole
30080,brazilian
6076,italian
5670,moroccan
44525,moroccan
19743,indian
36205,vietnamese
9030,italian
39755,japanese
39434,japanese
37803,filipino
30053,spanish
11661,italian
17918,jamaican
44237,filipino
38536,filipino
47369,irish
6108,mexican
16807,indian
41329,jamaican
33582,thai
9570,indian
47129,filipino
14268,cajun_creole
8395,filipino
38977,mexican
22716,indian
25753,italian
12018,mexican
31659,chinese
21149,filipino
10328,indian
33585,spanish
29192,italian
46733,mexican
12887,filipino
24354,indian
39237,italian
19430,thai
39895,indian
34566,italian
17889,korean
40652,mexican
31395,vietnamese
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,filipino
31430,irish
25484,indian
43668,french
2184,indian
12106,filipino
25747,indian
11423,italian
22403,indian
2880,korean
15445,spanish
9825,mexican
31607,indian
9341,filipino
2406,spanish
28466,mexican
8619,italian
16097,filipino
11652,mexican
16852,french
29111,italian
33602,moroccan
35,mexican
47741,moroccan
39820,spanish
25332,korean
5720,filipino
19634,cajun_creole
34851,chinese
14117,chinese
12195,british
33665,greek
46228,italian
15964,greek
47502,chinese
41865,filipino
46055,french
8863,mexican
48658,italian
42251,french
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,filipino
6727,southern_us
17230,mexican
24579,mexican
15873,british
3703,korean
27030,jamaican
9149,greek
16152,mexican
49665,italian
27036,greek
8341,italian
30384,greek
32883,french
29047,mexican
31964,southern_us
7011,moroccan
46301,indian
3495,jamaican
11949,mexican
975,russian
15529,mexican
15372,mexican
5176,italian
13631,spanish
42028,greek
4936,russian
26471,chinese
43833,vietnamese
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,southern_us
10340,italian
48900,southern_us
876,jamaican
10446,southern_us
15082,mexican
31706,filipino
24885,southern_us
34944,filipino
7917,italian
5923,indian
44272,italian
41074,filipino
381,brazilian
16053,italian
37470,french
23027,mexican
42078,filipino
13183,brazilian
14828,greek
15394,mexican
46300,french
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,moroccan
5034,mexican
35031,spanish
13237,mexican
42339,filipino
3911,filipino
20409,french
24741,italian
18381,indian
7572,greek
24226,italian
19945,mexican
31809,filipino
17903,greek
48664,cajun_creole
14122,greek
3175,mexican
3403,brazilian
11062,southern_us
16629,mexican
11349,filipino
14353,mexican
25633,mexican
11424,indian
36024,indian
7151,mexican
12777,mexican
34289,southern_us
13904,french
40792,french
11649,filipino
227,italian
10396,cajun_creole
6559,korean
14195,italian
21511,indian
431,vietnamese
5651,southern_us
20754,filipino
24905,southern_us
